TK,LOCALITY,bandavedailycbu,totaconsumption,totaldays,average_daily_consumption,totalparoxes,YYYYMM
10446,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Β,5518,22721,0.2,733,Jan-23
10446,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Γ,1624,2534,0.6,82,Jan-23
10446,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Δ,201,155,1.3,5,Jan-23
10446,ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ,Κλάση A,575,23344,0.0,754,Jan-23
10446,ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ,Κλάση Β,6252,25466,0.3,822,Jan-23
10446,ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ,Κλάση Γ,1422,2263,0.6,73,Jan-23
10446,ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ,Κλάση Δ,522,310,1.7,10,Jan-23
10446,ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ,Κλάση Ε,839,93,9.0,3,Jan-23
10446,ΘΥΜΑΡΑΚΙΑ,Κλάση A,1344,55118,0.0,1778,Jan-23
10446,ΘΥΜΑΡΑΚΙΑ,Κλάση Β,15028,61502,0.2,1984,Jan-23
10446,ΘΥΜΑΡΑΚΙΑ,Κλάση Γ,4721,7502,0.6,242,Jan-23
10446,ΘΥΜΑΡΑΚΙΑ,Κλάση Δ,1139,591,1.9,20,Jan-23
10446,ΚΑΤΩ ΠΑΤΗΣΙΑ,Κλάση A,275,11161,0.0,361,Jan-23
10446,ΚΑΤΩ ΠΑΤΗΣΙΑ,Κλάση Β,3022,11686,0.3,377,Jan-23
10446,ΚΑΤΩ ΠΑΤΗΣΙΑ,Κλάση Γ,1179,1859,0.6,60,Jan-23
10446,ΚΑΤΩ ΠΑΤΗΣΙΑ,Κλάση Δ,405,311,1.3,11,Jan-23
10446,ΚΟΛΙΑΤΣΟΥ,Κλάση A,12,465,0.0,15,Jan-23
10446,ΚΟΛΙΑΤΣΟΥ,Κλάση Β,117,465,0.3,15,Jan-23
10446,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Κλάση A,394,16453,0.0,532,Jan-23
10446,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Κλάση Β,3517,14916,0.2,482,Jan-23
10446,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Κλάση Γ,844,1367,0.6,45,Jan-23
10446,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Κλάση Δ,237,157,1.5,6,Jan-23
10447,ΑΓ. ΣΑΒΒΑΣ,Κλάση A,2,62,0.0,2,Jan-23
10447,ΑΚΑΔ. ΠΛΑΤΩΝΟΣ,Κλάση A,45,1652,0.0,57,Jan-23
10447,ΑΚΑΔ. ΠΛΑΤΩΝΟΣ,Κλάση Β,295,1218,0.2,44,Jan-23
10447,ΑΚΑΔ. ΠΛΑΤΩΝΟΣ,Κλάση Γ,58,95,0.6,4,Jan-23
10447,ΑΚΑΔ. ΠΛΑΤΩΝΟΣ,Κλάση Δ,230,80,2.9,3,Jan-23
10447,ΒΟΤΑΝΙΚΟΣ,Κλάση A,43,2778,0.0,104,Jan-23
10447,ΒΟΤΑΝΙΚΟΣ,Κλάση Β,526,1991,0.3,75,Jan-23
10447,ΒΟΤΑΝΙΚΟΣ,Κλάση Γ,399,532,0.8,23,Jan-23
10447,ΒΟΤΑΝΙΚΟΣ,Κλάση Δ,1223,528,2.3,26,Jan-23
10447,ΒΟΤΑΝΙΚΟΣ,Κλάση Ε,7825,280,28.0,13,Jan-23
10447,ΠΡΟΦ. ΔΑΝΙΗΛ,Κλάση A,334,12528,0.0,455,Jan-23
10447,ΠΡΟΦ. ΔΑΝΙΗΛ,Κλάση Β,2718,11720,0.2,438,Jan-23
10447,ΠΡΟΦ. ΔΑΝΙΗΛ,Κλάση Γ,1035,1592,0.7,68,Jan-23
10447,ΠΡΟΦ. ΔΑΝΙΗΛ,Κλάση Δ,1298,627,2.1,24,Jan-23
10551,ΚΕΝΤΡΟ,Κλάση A,236,14181,0.0,492,Jan-23
10551,ΚΕΝΤΡΟ,Κλάση Β,1905,7888,0.2,301,Jan-23
10551,ΚΕΝΤΡΟ,Κλάση Γ,2094,3034,0.7,119,Jan-23
10551,ΚΕΝΤΡΟ,Κλάση Δ,5439,2597,2.1,98,Jan-23
10551,ΚΕΝΤΡΟ,Κλάση Ε,4004,355,11.3,16,Jan-23
10552,ΚΕΝΤΡΟ,Κλάση A,301,16418,0.0,571,Jan-23
10552,ΚΕΝΤΡΟ,Κλάση Β,1622,6605,0.3,260,Jan-23
10552,ΚΕΝΤΡΟ,Κλάση Γ,1066,1613,0.7,76,Jan-23
10552,ΚΕΝΤΡΟ,Κλάση Δ,3351,1696,2.0,71,Jan-23
10552,ΚΕΝΤΡΟ,Κλάση Ε,2901,288,10.1,10,Jan-23
10552,ΨΥΡΡΗ,Κλάση A,0,155,0.0,5,Jan-23
10553,ΚΕΝΤΡΟ,Κλάση A,69,3322,0.0,115,Jan-23
10553,ΚΕΝΤΡΟ,Κλάση Β,330,1479,0.2,58,Jan-23
10553,ΚΕΝΤΡΟ,Κλάση Γ,151,221,0.7,9,Jan-23
10553,ΚΕΝΤΡΟ,Κλάση Δ,287,129,2.2,5,Jan-23
10553,ΚΕΡΑΜΕΙΚΟΣ,Κλάση A,73,2970,0.0,102,Jan-23
10553,ΚΕΡΑΜΕΙΚΟΣ,Κλάση Β,447,1689,0.3,69,Jan-23
10553,ΚΕΡΑΜΕΙΚΟΣ,Κλάση Γ,431,611,0.7,24,Jan-23
10553,ΚΕΡΑΜΕΙΚΟΣ,Κλάση Δ,404,217,1.9,7,Jan-23
10553,ΨΥΡΡΗ,Κλάση A,237,9725,0.0,341,Jan-23
10553,ΨΥΡΡΗ,Κλάση Β,2069,8211,0.3,309,Jan-23
10553,ΨΥΡΡΗ,Κλάση Γ,1162,1704,0.7,80,Jan-23
10553,ΨΥΡΡΗ,Κλάση Δ,548,384,1.4,21,Jan-23
10553,ΨΥΡΡΗ,Κλάση Ε,782,115,6.8,4,Jan-23
10554,ΚΕΝΤΡΟ,Κλάση A,64,2496,0.0,88,Jan-23
10554,ΚΕΝΤΡΟ,Κλάση Β,390,1742,0.2,68,Jan-23
10554,ΚΕΝΤΡΟ,Κλάση Γ,371,518,0.7,21,Jan-23
10554,ΚΕΝΤΡΟ,Κλάση Δ,1039,478,2.2,20,Jan-23
10554,ΚΕΝΤΡΟ,Κλάση Ε,985,111,8.9,5,Jan-23
10554,ΨΥΡΡΗ,Κλάση A,309,14806,0.0,535,Jan-23
10554,ΨΥΡΡΗ,Κλάση Β,2883,11658,0.3,457,Jan-23
10554,ΨΥΡΡΗ,Κλάση Γ,2540,3577,0.7,170,Jan-23
10554,ΨΥΡΡΗ,Κλάση Δ,6049,3089,2.0,127,Jan-23
10554,ΨΥΡΡΗ,Κλάση Ε,1818,240,7.6,10,Jan-23
10555,ΚΕΝΤΡΟ,Κλάση A,15,765,0.0,27,Jan-23
10555,ΚΕΝΤΡΟ,Κλάση Β,172,678,0.3,25,Jan-23
10555,ΚΕΝΤΡΟ,Κλάση Γ,170,269,0.6,10,Jan-23
10555,ΚΕΝΤΡΟ,Κλάση Δ,1452,620,2.3,23,Jan-23
10555,ΚΕΝΤΡΟ,Κλάση Ε,1399,188,7.4,8,Jan-23
10555,ΜΟΝΑΣΤΗΡΑΚΙ,Κλάση A,55,2011,0.0,70,Jan-23
10555,ΜΟΝΑΣΤΗΡΑΚΙ,Κλάση Β,325,1415,0.2,53,Jan-23
10555,ΜΟΝΑΣΤΗΡΑΚΙ,Κλάση Γ,278,409,0.7,21,Jan-23
10555,ΜΟΝΑΣΤΗΡΑΚΙ,Κλάση Δ,1402,607,2.3,25,Jan-23
10555,ΠΛΑΚΑ,Κλάση A,58,2359,0.0,85,Jan-23
10555,ΠΛΑΚΑ,Κλάση Β,429,1633,0.3,65,Jan-23
10555,ΠΛΑΚΑ,Κλάση Γ,399,582,0.7,25,Jan-23
10555,ΠΛΑΚΑ,Κλάση Δ,3077,1188,2.6,43,Jan-23
10555,ΠΛΑΚΑ,Κλάση Ε,1260,154,8.2,7,Jan-23
10556,ΚΕΝΤΡΟ,Κλάση A,5,91,0.1,3,Jan-23
10556,ΚΕΝΤΡΟ,Κλάση Β,33,126,0.3,5,Jan-23
10556,ΚΕΝΤΡΟ,Κλάση Γ,107,122,0.9,4,Jan-23
10556,ΚΕΝΤΡΟ,Κλάση Δ,226,126,1.8,5,Jan-23
10556,ΠΛΑΚΑ,Κλάση A,240,9142,0.0,335,Jan-23
10556,ΠΛΑΚΑ,Κλάση Β,1785,7285,0.3,285,Jan-23
10556,ΠΛΑΚΑ,Κλάση Γ,1013,1440,0.7,65,Jan-23
10556,ΠΛΑΚΑ,Κλάση Δ,1815,877,2.1,38,Jan-23
10556,ΠΛΑΚΑ,Κλάση Ε,1972,220,9.0,9,Jan-23
10557,ΖΑΠΠΕΙΟ,Κλάση A,1,228,0.0,8,Jan-23
10557,ΖΑΠΠΕΙΟ,Κλάση Β,44,186,0.2,6,Jan-23
10557,ΖΑΠΠΕΙΟ,Κλάση Γ,28,31,0.9,2,Jan-23
10557,ΖΑΠΠΕΙΟ,Κλάση Δ,258,130,2.0,5,Jan-23
10557,ΚΕΝΤΡΟ,Κλάση A,100,4399,0.0,160,Jan-23
10557,ΚΕΝΤΡΟ,Κλάση Β,637,2460,0.3,96,Jan-23
10557,ΚΕΝΤΡΟ,Κλάση Γ,640,878,0.7,34,Jan-23
10557,ΚΕΝΤΡΟ,Κλάση Δ,1453,625,2.3,24,Jan-23
10557,ΚΕΝΤΡΟ,Κλάση Ε,3604,248,14.5,8,Jan-23
10557,ΠΛΑΚΑ,Κλάση A,434,16409,0.0,576,Jan-23
10557,ΠΛΑΚΑ,Κλάση Β,2775,11992,0.2,456,Jan-23
10557,ΠΛΑΚΑ,Κλάση Γ,1107,1652,0.7,79,Jan-23
10557,ΠΛΑΚΑ,Κλάση Δ,4229,1984,2.1,76,Jan-23
10557,ΠΛΑΚΑ,Κλάση Ε,7249,391,18.5,16,Jan-23
10558,ΚΕΝΤΡΟ,Κλάση A,54,1914,0.0,67,Jan-23
10558,ΚΕΝΤΡΟ,Κλάση Β,269,1413,0.2,50,Jan-23
10558,ΚΕΝΤΡΟ,Κλάση Γ,111,182,0.6,8,Jan-23
10558,ΚΕΝΤΡΟ,Κλάση Δ,171,124,1.4,5,Jan-23
10558,ΠΛΑΚΑ,Κλάση A,527,21342,0.0,764,Jan-23
10558,ΠΛΑΚΑ,Κλάση Β,4807,19537,0.3,744,Jan-23
10558,ΠΛΑΚΑ,Κλάση Γ,2418,3580,0.7,160,Jan-23
10558,ΠΛΑΚΑ,Κλάση Δ,3518,1759,2.0,76,Jan-23
10558,ΠΛΑΚΑ,Κλάση Ε,1217,117,10.4,7,Jan-23
10559,ΚΕΝΤΡΟ,Κλάση A,81,5717,0.0,192,Jan-23
10559,ΚΕΝΤΡΟ,Κλάση Β,702,2714,0.3,101,Jan-23
10559,ΚΕΝΤΡΟ,Κλάση Γ,592,810,0.7,32,Jan-23
10559,ΚΕΝΤΡΟ,Κλάση Δ,1603,909,1.8,37,Jan-23
10559,ΚΕΝΤΡΟ,Κλάση Ε,1116,125,8.9,6,Jan-23
10559,ΠΛΑΚΑ,Κλάση A,15,808,0.0,27,Jan-23
10559,ΠΛΑΚΑ,Κλάση Β,150,443,0.3,15,Jan-23
10559,ΠΛΑΚΑ,Κλάση Γ,62,77,0.8,6,Jan-23
10559,ΠΛΑΚΑ,Κλάση Δ,309,160,1.9,6,Jan-23
10560,ΚΕΝΤΡΟ,Κλάση A,252,8646,0.0,302,Jan-23
10560,ΚΕΝΤΡΟ,Κλάση Β,1295,5508,0.2,218,Jan-23
10560,ΚΕΝΤΡΟ,Κλάση Γ,963,1375,0.7,58,Jan-23
10560,ΚΕΝΤΡΟ,Κλάση Δ,3227,1418,2.3,59,Jan-23
10560,ΚΕΝΤΡΟ,Κλάση Ε,1221,188,6.5,7,Jan-23
10560,ΠΛΑΚΑ,Κλάση A,1,310,0.0,10,Jan-23
10560,ΠΛΑΚΑ,Κλάση Β,26,124,0.2,4,Jan-23
10561,ΚΕΝΤΡΟ,Κλάση A,138,4848,0.0,162,Jan-23
10561,ΚΕΝΤΡΟ,Κλάση Β,691,3029,0.2,121,Jan-23
10561,ΚΕΝΤΡΟ,Κλάση Γ,581,871,0.7,35,Jan-23
10561,ΚΕΝΤΡΟ,Κλάση Δ,1329,710,1.9,27,Jan-23
10561,ΚΕΝΤΡΟ,Κλάση Ε,843,98,8.6,5,Jan-23
10562,ΚΕΝΤΡΟ,Κλάση A,216,7668,0.0,272,Jan-23
10562,ΚΕΝΤΡΟ,Κλάση Β,1727,6897,0.3,262,Jan-23
10562,ΚΕΝΤΡΟ,Κλάση Γ,1227,1801,0.7,81,Jan-23
10562,ΚΕΝΤΡΟ,Κλάση Δ,3738,1771,2.1,69,Jan-23
10562,ΚΕΝΤΡΟ,Κλάση Ε,2717,273,10.0,12,Jan-23
10563,ΚΕΝΤΡΟ,Κλάση A,308,13358,0.0,458,Jan-23
10563,ΚΕΝΤΡΟ,Κλάση Β,1838,8063,0.2,305,Jan-23
10563,ΚΕΝΤΡΟ,Κλάση Γ,1299,1868,0.7,80,Jan-23
10563,ΚΕΝΤΡΟ,Κλάση Δ,3988,1865,2.1,81,Jan-23
10563,ΚΕΝΤΡΟ,Κλάση Ε,3539,377,9.4,15,Jan-23
10563,ΠΛΑΚΑ,Κλάση A,71,2959,0.0,105,Jan-23
10563,ΠΛΑΚΑ,Κλάση Β,509,2058,0.3,79,Jan-23
10563,ΠΛΑΚΑ,Κλάση Γ,436,634,0.7,28,Jan-23
10563,ΠΛΑΚΑ,Κλάση Δ,1933,881,2.2,32,Jan-23
10563,ΠΛΑΚΑ,Κλάση Ε,1883,289,6.5,10,Jan-23
10564,ΑΘΗΝΑ,Κλάση A,15,372,0.0,12,Jan-23
10564,ΑΘΗΝΑ,Κλάση Δ,17,4,4.3,4,Jan-23
10564,ΑΘΗΝΑ,Κλάση Ε,8508,213,39.9,7,Jan-23
10564,ΚΕΝΤΡΟ,Κλάση A,90,7626,0.0,246,Jan-23
10564,ΚΕΝΤΡΟ,Κλάση Β,818,2945,0.3,95,Jan-23
10564,ΚΕΝΤΡΟ,Κλάση Γ,1152,1643,0.7,53,Jan-23
10564,ΚΕΝΤΡΟ,Κλάση Δ,2847,1550,1.8,50,Jan-23
10564,ΚΕΝΤΡΟ,Κλάση Ε,5857,403,14.5,13,Jan-23
10564,ΠΛΑΚΑ,Κλάση A,8,930,0.0,30,Jan-23
10564,ΠΛΑΚΑ,Κλάση Β,91,403,0.2,13,Jan-23
10564,ΠΛΑΚΑ,Κλάση Γ,98,124,0.8,4,Jan-23
10564,ΠΛΑΚΑ,Κλάση Δ,335,124,2.7,4,Jan-23
10671,ΖΑΠΠΕΙΟ,Κλάση A,5,558,0.0,18,Jan-23
10671,ΖΑΠΠΕΙΟ,Κλάση Β,103,310,0.3,10,Jan-23
10671,ΖΑΠΠΕΙΟ,Κλάση Γ,189,279,0.7,9,Jan-23
10671,ΖΑΠΠΕΙΟ,Κλάση Δ,349,186,1.9,6,Jan-23
10671,ΚΕΝΤΡΟ,Κλάση A,170,6376,0.0,206,Jan-23
10671,ΚΕΝΤΡΟ,Κλάση Β,798,3544,0.2,115,Jan-23
10671,ΚΕΝΤΡΟ,Κλάση Γ,394,558,0.7,18,Jan-23
10671,ΚΕΝΤΡΟ,Κλάση Δ,1063,465,2.3,15,Jan-23
10671,ΚΕΝΤΡΟ,Κλάση Ε,1314,62,21.2,2,Jan-23
10671,ΚΟΛΩΝΑΚΙ,Κλάση A,807,26806,0.0,865,Jan-23
10671,ΚΟΛΩΝΑΚΙ,Κλάση Β,3133,14291,0.2,461,Jan-23
10671,ΚΟΛΩΝΑΚΙ,Κλάση Γ,1170,1736,0.7,56,Jan-23
10671,ΚΟΛΩΝΑΚΙ,Κλάση Δ,1790,899,2.0,29,Jan-23
10671,ΚΟΛΩΝΑΚΙ,Κλάση Ε,544,93,5.9,3,Jan-23
10672,ΚΕΝΤΡΟ,Κλάση A,229,8277,0.0,267,Jan-23
10672,ΚΕΝΤΡΟ,Κλάση Β,1283,5487,0.2,177,Jan-23
10672,ΚΕΝΤΡΟ,Κλάση Γ,445,651,0.7,21,Jan-23
10672,ΚΕΝΤΡΟ,Κλάση Δ,527,341,1.6,11,Jan-23
10672,ΚΟΛΩΝΑΚΙ,Κλάση A,956,31595,0.0,1021,Jan-23
10672,ΚΟΛΩΝΑΚΙ,Κλάση Β,5063,22478,0.2,726,Jan-23
10672,ΚΟΛΩΝΑΚΙ,Κλάση Γ,1575,2418,0.7,78,Jan-23
10672,ΚΟΛΩΝΑΚΙ,Κλάση Δ,1442,775,1.9,25,Jan-23
10672,ΚΟΛΩΝΑΚΙ,Κλάση Ε,809,62,13.1,2,Jan-23
10673,ΚΟΛΩΝΑΚΙ,Κλάση A,1487,51746,0.0,1671,Jan-23
10673,ΚΟΛΩΝΑΚΙ,Κλάση Β,7717,33391,0.2,1078,Jan-23
10673,ΚΟΛΩΝΑΚΙ,Κλάση Γ,2499,3813,0.7,123,Jan-23
10673,ΚΟΛΩΝΑΚΙ,Κλάση Δ,2697,1488,1.8,48,Jan-23
10673,ΚΟΛΩΝΑΚΙ,Κλάση Ε,3043,186,16.4,6,Jan-23
10674,ΑΘΗΝΑ,Κλάση A,313,13145,0.0,470,Jan-23
10674,ΑΘΗΝΑ,Κλάση Β,3337,13086,0.3,486,Jan-23
10674,ΑΘΗΝΑ,Κλάση Γ,2955,4510,0.7,182,Jan-23
10674,ΑΘΗΝΑ,Κλάση Δ,1788,1249,1.4,55,Jan-23
10674,ΑΘΗΝΑ,Κλάση Ε,1935,137,14.1,6,Jan-23
10674,ΖΑΠΠΕΙΟ,Κλάση A,58,1388,0.0,52,Jan-23
10674,ΖΑΠΠΕΙΟ,Κλάση Β,329,1465,0.2,56,Jan-23
10674,ΖΑΠΠΕΙΟ,Κλάση Γ,266,371,0.7,13,Jan-23
10674,ΚΕΝΤΡΟ,Κλάση A,48,1085,0.0,35,Jan-23
10674,ΚΕΝΤΡΟ,Κλάση Β,275,1054,0.3,34,Jan-23
10674,ΚΕΝΤΡΟ,Κλάση Γ,234,372,0.6,12,Jan-23
10674,ΚΕΝΤΡΟ,Κλάση Δ,147,93,1.6,3,Jan-23
10674,ΚΕΝΤΡΟ,Κλάση Ε,578,62,9.3,2,Jan-23
10674,ΚΟΛΩΝΑΚΙ,Κλάση A,373,12307,0.0,397,Jan-23
10674,ΚΟΛΩΝΑΚΙ,Κλάση Β,2381,9850,0.2,318,Jan-23
10674,ΚΟΛΩΝΑΚΙ,Κλάση Γ,1359,2077,0.7,67,Jan-23
10674,ΚΟΛΩΝΑΚΙ,Κλάση Δ,818,473,1.7,16,Jan-23
10674,ΚΟΛΩΝΑΚΙ,Κλάση Ε,456,62,7.4,2,Jan-23
10674,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση A,27,1198,0.0,41,Jan-23
10674,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση Β,170,741,0.2,30,Jan-23
10674,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση Γ,96,138,0.7,6,Jan-23
10675,ΑΘΗΝΑ,Κλάση Ε,478,54,8.9,2,Jan-23
10675,ΖΑΠΠΕΙΟ,Κλάση A,0,186,0.0,6,Jan-23
10675,ΖΑΠΠΕΙΟ,Κλάση Δ,110,62,1.8,3,Jan-23
10675,ΚΟΛΩΝΑΚΙ,Κλάση A,1474,45920,0.0,1484,Jan-23
10675,ΚΟΛΩΝΑΚΙ,Κλάση Β,9337,39414,0.2,1276,Jan-23
10675,ΚΟΛΩΝΑΚΙ,Κλάση Γ,2998,4544,0.7,148,Jan-23
10675,ΚΟΛΩΝΑΚΙ,Κλάση Δ,3870,1820,2.1,60,Jan-23
10675,ΚΟΛΩΝΑΚΙ,Κλάση Ε,2313,155,14.9,5,Jan-23
10676,ΖΑΠΠΕΙΟ,Κλάση A,0,39,0.0,2,Jan-23
10676,ΚΟΛΩΝΑΚΙ,Κλάση A,1452,47618,0.0,1540,Jan-23
10676,ΚΟΛΩΝΑΚΙ,Κλάση Β,10221,44334,0.2,1433,Jan-23
10676,ΚΟΛΩΝΑΚΙ,Κλάση Γ,3266,5053,0.7,165,Jan-23
10676,ΚΟΛΩΝΑΚΙ,Κλάση Δ,2567,1333,1.9,44,Jan-23
10676,ΚΟΛΩΝΑΚΙ,Κλάση Ε,9883,195,50.7,7,Jan-23
10677,ΕΞΑΡΧΕΙΑ,Κλάση A,54,2171,0.0,71,Jan-23
10677,ΕΞΑΡΧΕΙΑ,Κλάση Β,197,898,0.2,29,Jan-23
10677,ΕΞΑΡΧΕΙΑ,Κλάση Γ,142,186,0.8,6,Jan-23
10677,ΕΞΑΡΧΕΙΑ,Κλάση Δ,120,93,1.3,3,Jan-23
10677,ΚΕΝΤΡΟ,Κλάση A,108,4124,0.0,134,Jan-23
10677,ΚΕΝΤΡΟ,Κλάση Β,738,2863,0.3,93,Jan-23
10677,ΚΕΝΤΡΟ,Κλάση Γ,607,868,0.7,28,Jan-23
10677,ΚΕΝΤΡΟ,Κλάση Δ,763,527,1.5,17,Jan-23
10677,ΜΟΥΣΕΙΟ,Κλάση A,7,589,0.0,19,Jan-23
10677,ΜΟΥΣΕΙΟ,Κλάση Β,18,93,0.2,3,Jan-23
10677,ΜΟΥΣΕΙΟ,Κλάση Δ,276,124,2.2,4,Jan-23
10677,ΜΟΥΣΕΙΟ,Κλάση Ε,641,62,10.3,2,Jan-23
10677,ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ,Κλάση A,111,5160,0.0,168,Jan-23
10677,ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ,Κλάση Β,500,2455,0.2,80,Jan-23
10677,ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ,Κλάση Γ,144,197,0.7,7,Jan-23
10677,ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ,Κλάση Δ,159,93,1.7,3,Jan-23
10677,ΣΤΡΕΦΗ,Κλάση A,44,1923,0.0,63,Jan-23
10677,ΣΤΡΕΦΗ,Κλάση Β,335,1473,0.2,48,Jan-23
10677,ΣΤΡΕΦΗ,Κλάση Γ,71,124,0.6,4,Jan-23
10678,ΕΞΑΡΧΕΙΑ,Κλάση A,229,10540,0.0,340,Jan-23
10678,ΕΞΑΡΧΕΙΑ,Κλάση Β,747,3701,0.2,120,Jan-23
10678,ΕΞΑΡΧΕΙΑ,Κλάση Γ,468,670,0.7,22,Jan-23
10678,ΕΞΑΡΧΕΙΑ,Κλάση Δ,1077,496,2.2,16,Jan-23
10678,ΚΕΝΤΡΟ,Κλάση A,267,12051,0.0,389,Jan-23
10678,ΚΕΝΤΡΟ,Κλάση Β,1054,4588,0.2,148,Jan-23
10678,ΚΕΝΤΡΟ,Κλάση Γ,658,907,0.7,30,Jan-23
10678,ΚΕΝΤΡΟ,Κλάση Δ,1383,837,1.7,27,Jan-23
10678,ΣΤΡΕΦΗ,Κλάση A,15,1178,0.0,38,Jan-23
10678,ΣΤΡΕΦΗ,Κλάση Β,87,341,0.3,11,Jan-23
10678,ΣΤΡΕΦΗ,Κλάση Γ,115,155,0.7,5,Jan-23
10678,ΣΤΡΕΦΗ,Κλάση Δ,74,62,1.2,2,Jan-23
10679,ΕΞΑΡΧΕΙΑ,Κλάση A,66,2542,0.0,82,Jan-23
10679,ΕΞΑΡΧΕΙΑ,Κλάση Β,199,806,0.3,26,Jan-23
10679,ΕΞΑΡΧΕΙΑ,Κλάση Γ,36,62,0.6,2,Jan-23
10679,ΚΕΝΤΡΟ,Κλάση A,220,8525,0.0,275,Jan-23
10679,ΚΕΝΤΡΟ,Κλάση Β,1057,4340,0.2,140,Jan-23
10679,ΚΕΝΤΡΟ,Κλάση Γ,579,837,0.7,27,Jan-23
10679,ΚΕΝΤΡΟ,Κλάση Δ,1134,589,1.9,19,Jan-23
10679,ΝΕΑΠΟΛΗ,Κλάση A,68,3069,0.0,99,Jan-23
10679,ΝΕΑΠΟΛΗ,Κλάση Β,199,899,0.2,29,Jan-23
10679,ΝΕΑΠΟΛΗ,Κλάση Γ,35,62,0.6,2,Jan-23
10680,ΕΞΑΡΧΕΙΑ,Κλάση A,764,27210,0.0,885,Jan-23
10680,ΕΞΑΡΧΕΙΑ,Κλάση Β,3723,16884,0.2,546,Jan-23
10680,ΕΞΑΡΧΕΙΑ,Κλάση Γ,982,1424,0.7,47,Jan-23
10680,ΕΞΑΡΧΕΙΑ,Κλάση Δ,1465,857,1.7,28,Jan-23
10680,ΚΕΝΤΡΟ,Κλάση A,744,25435,0.0,822,Jan-23
10680,ΚΕΝΤΡΟ,Κλάση Β,3335,15072,0.2,488,Jan-23
10680,ΚΕΝΤΡΟ,Κλάση Γ,847,1282,0.7,42,Jan-23
10680,ΚΕΝΤΡΟ,Κλάση Δ,1326,681,2.0,22,Jan-23
10680,ΚΕΝΤΡΟ,Κλάση Ε,370,62,6.0,2,Jan-23
10680,ΝΕΑΠΟΛΗ,Κλάση A,369,12926,0.0,417,Jan-23
10680,ΝΕΑΠΟΛΗ,Κλάση Β,1832,8649,0.2,279,Jan-23
10680,ΝΕΑΠΟΛΗ,Κλάση Γ,447,713,0.6,23,Jan-23
10680,ΝΕΑΠΟΛΗ,Κλάση Δ,844,435,1.9,15,Jan-23
10681,ΕΞΑΡΧΕΙΑ,Κλάση A,1334,48034,0.0,1559,Jan-23
10681,ΕΞΑΡΧΕΙΑ,Κλάση Β,8915,41315,0.2,1335,Jan-23
10681,ΕΞΑΡΧΕΙΑ,Κλάση Γ,1819,2708,0.7,88,Jan-23
10681,ΕΞΑΡΧΕΙΑ,Κλάση Δ,2264,1209,1.9,39,Jan-23
10681,ΕΞΑΡΧΕΙΑ,Κλάση Ε,35354,198,178.6,7,Jan-23
10681,ΝΕΑΠΟΛΗ,Κλάση A,123,4278,0.0,138,Jan-23
10681,ΝΕΑΠΟΛΗ,Κλάση Β,840,3379,0.3,109,Jan-23
10681,ΝΕΑΠΟΛΗ,Κλάση Γ,190,279,0.7,9,Jan-23
10681,ΣΤΡΕΦΗ,Κλάση A,73,3410,0.0,110,Jan-23
10681,ΣΤΡΕΦΗ,Κλάση Β,492,2139,0.2,69,Jan-23
10681,ΣΤΡΕΦΗ,Κλάση Γ,115,186,0.6,6,Jan-23
10681,ΣΤΡΕΦΗ,Κλάση Δ,205,93,2.2,3,Jan-23
10682,ΕΞΑΡΧΕΙΑ,Κλάση A,10,434,0.0,14,Jan-23
10682,ΕΞΑΡΧΕΙΑ,Κλάση Β,71,279,0.3,9,Jan-23
10682,ΕΞΑΡΧΕΙΑ,Κλάση Δ,227,93,2.4,3,Jan-23
10682,ΚΕΝΤΡΟ,Κλάση A,39,1652,0.0,54,Jan-23
10682,ΚΕΝΤΡΟ,Κλάση Β,209,930,0.2,30,Jan-23
10682,ΚΕΝΤΡΟ,Κλάση Γ,84,124,0.7,4,Jan-23
10682,ΚΕΝΤΡΟ,Κλάση Δ,172,116,1.5,4,Jan-23
10682,ΚΕΝΤΡΟ,Κλάση Ε,1184,93,12.7,3,Jan-23
10682,ΜΟΥΣΕΙΟ,Κλάση A,1003,41658,0.0,1348,Jan-23
10682,ΜΟΥΣΕΙΟ,Κλάση Β,6314,29066,0.2,940,Jan-23
10682,ΜΟΥΣΕΙΟ,Κλάση Γ,1289,2015,0.6,65,Jan-23
